title_year,movie_title,imdb_score,num_voted_users
2006,Perfume: The Story of a Murderer ,7.5,190490
2002,Austin Powers in Goldmember ,6.2,162909
2009,Astro Boy ,6.3,25681
1993,Jurassic Park ,8.1,613473
1994,Wyatt Earp ,6.6,35314
1994,Clear and Present Danger ,6.9,69663
2015,Dragon Blade ,6.1,11584
2006,Littleman ,4.3,39471
2000,U-571 ,6.6,65297
1995,The American President ,6.8,43027
2008,The Love Guru ,3.8,43300
2001,3000 Miles to Graceland ,5.9,38076
2015,The Hateful Eight ,7.9,272839
2007,Blades of Glory ,6.3,129995
2011,Hop ,5.5,24089
2006,300,7.7,607235
2004,Meet the Fockers ,6.3,211296
2008,Marley & Me ,7.1,116681
1999,The Green Mile ,8.5,782610
2007,Wild Hogs ,5.9,99989
2005,Chicken Little ,5.8,63912
2014,Gone Girl ,8.1,569841
2002,The Bourne Identity ,7.9,407601
1995,GoldenEye ,7.2,199025
1999,The General's Daughter ,6.3,42705
1998,The Truman Show ,8.1,667983
1998,The Prince of Egypt ,7,91093
2003,Daddy Day Care ,5.5,49486
2013,2 Guns ,6.7,156898
2001,Cats & Dogs ,5.2,46031
2003,The Italian Job ,7,285623
2002,Two Weeks Notice ,6.1,85673
1998,Antz ,6.6,124641
2009,Couples Retreat ,5.5,83506
1990,Days of Thunder ,5.9,60476
2005,Cheaper by the Dozen 2 ,5.4,42737
2015,The Scorch Trials ,6.4,138246
2010,Eat Pray Love ,5.7,63493
2000,The Family Man ,6.7,85844
2010,RED ,7.1,238916
1999,Any Given Sunday ,6.8,97047
1998,The Horse Whisperer ,6.5,32353
2004,Collateral ,7.6,293662
2002,The Scorpion King ,5.5,102129
2004,Ladder 49 ,6.5,48753
2012,Jack Reacher ,7,226570
1999,Deep Blue Sea ,5.8,99043
2009,This Is It ,7.3,33158
2011,Contagion ,6.6,180479
2003,Kangaroo Jack ,4.4,23476
2009,Coraline ,7.7,143121
2008,The Happening ,5,163130
2004,Man on Fire ,7.7,266310
2006,The Shaggy Dog ,4.4,14888
2004,Starsky & Hutch ,6.1,120795
1996,Jingle All the Way ,5.4,68406
2004,Hellboy ,6.8,244566
1998,A Civil Action ,6.5,23302
2012,ParaNorman ,7,72287
1997,The Jackal ,6.3,88225
2003,Paycheck ,6.3,89816
1996,Up Close & Personal ,6.1,11370
2008,The Tale of Despereaux ,6.1,31209
,Rules of Engagement             ,7.3,26404
2002,The Tuxedo ,5.3,61966
1995,Under Siege 2: Dark Territory ,5.4,35918
2014,Jack Ryan: Shadow Recruit ,6.2,99035
2015,Joy ,6.6,75329
2016,London Has Fallen ,5.9,69484
1997,Alien: Resurrection ,6.3,170179
2007,Shooter ,7.2,256213
2014,The Boxtrolls ,6.8,40883
1998,Practical Magic ,6.1,55749
2014,The Lego Movie ,7.8,246698
2005,Miss Congeniality 2: Armed and Fabulous ,5,51252
2002,Reign of Fire ,6.2,107859
2013,Gangster Squad ,6.7,173530
2009,Year One ,4.9,76770
2009,Invictus ,7.4,124222
2009,State of Play ,7.1,113295
2009,Duplicity ,6.2,41727
1999,My Favorite Martian ,4.9,10883
2006,The Sentinel ,6.1,42144
2009,Planet 51 ,6.1,41259
2002,Star Trek: Nemesis ,6.4,58450
2003,Intolerable Cruelty ,6.3,76560
2012,Trouble with the Curve ,6.8,47954
2010,Edge of Darkness ,6.6,75201
1997,The Relic ,5.7,19176
2002,Analyze That ,5.9,69319
2008,Righteous Kill ,6,73368
1998,Mercury Rising ,6.1,54314
2009,The Soloist ,6.7,44099
2000,The Legend of Bagger Vance ,6.7,45296
2000,Almost Famous ,7.9,207287
2006,Garfield 2 ,5,27517
2005,xXx: State of the Union ,4.3,51349
2011,Priest ,5.7,97089
2003,Sinbad: Legend of the Seven Seas ,6.7,36144
1997,Event Horizon ,6.7,120416
2012,The Avengers ,8.1,995415
2002,Dragonfly ,6.1,31788
2006,The Black Dahlia ,5.6,63363
2006,Flyboys ,6.6,35565
2001,The Last Castle ,6.9,57100
2000,Supernova ,4.8,14596
2014,Winter's Tale ,6.2,41288
2013,The Mortal Instruments: City of Bones ,6,107028
2008,Meet Dave ,4.9,31640
2005,Dark Water ,5.6,44966
1999,Edtv ,6.1,35599
2008,Inkheart ,6.1,60232
2008,The Spirit ,4.8,53864
2015,Mortdecai ,5.5,47320
2007,In the Name of the King: A Dungeon Siege Tale ,3.8,38398
2003,Beyond Borders ,6.5,22570
2016,Xi you ji zhi: Sun Wukong san da Baigu Jing ,6,1212
2005,The Great Raid ,6.7,18209
2016,Deadpool ,8.1,479047
1998,Holy Man ,4.9,16260
2014,American Sniper ,7.3,325264
2015,Goosebumps ,6.4,47968
,"Sabrina, the Teenage Witch             ",6.6,24420
2005,Just Like Heaven ,6.7,82819
2000,The Flintstones in Viva Rock Vegas ,3.6,15517
1988,Rambo III ,5.7,92106
2008,Leatherheads ,6,27664
2015,The Ridiculous 6 ,4.9,27019
2009,Did You Hear About the Morgans? ,4.7,29523
2013,The Internship ,6.3,159931
2010,Resident Evil: Afterlife ,5.9,131447
2012,Red Tails ,5.9,28807
,Sex and the City             ,7,80025
1997,The Devil's Advocate ,7.5,259519
2012,That's My Boy ,5.6,70681
1996,DragonHeart ,6.4,78343
2004,After the Sunset ,6.3,38298
2011,Ghost Rider: Spirit of Vengeance ,4.3,87745
2001,Captain Corelli's Mandolin ,5.9,28099
,Anger Management             ,6.7,26992
2005,The Pacifier ,5.5,66308
2004,Walking Tall ,6.2,53118
1994,Forrest Gump ,8.8,1251222
2007,Alvin and the Chipmunks ,5.2,57276
2000,Meet the Parents ,7,260442
1995,Pocahontas ,6.6,119675
1978,Superman ,7.3,126357
1996,The Nutty Professor ,5.6,86556
2005,Hitch ,6.6,244840
1997,George of the Jungle ,5.4,56168
2003,American Wedding ,6.3,162331
2013,Captain Phillips ,7.9,323353
2010,Date Night ,6.3,127571
1995,Casper ,6,85903
2014,The Equalizer ,7.2,229574
2002,Maid in Manhattan ,5.1,68417
1995,Crimson Tide ,7.3,81026
2006,The Pursuit of Happyness ,8,338383
2005,Flightplan ,6.2,126746
1994,Disclosure ,6,36587
1998,City of Angels ,6.7,94407
2003,Kill Bill: Vol. 1 ,8.1,735784
1999,Bowfinger ,6.4,56874
,Stargate SG-1             ,8.4,63982
2004,Kill Bill: Vol. 2 ,8,512749
1989,Tango & Cash ,6.3,75365
1992,Death Becomes Her ,6.4,78974
2000,Shanghai Noon ,6.6,96690
1996,Executive Decision ,6.4,40858
2011,Mr. Popper's Penguins ,6,67191
2008,The Forbidden Kingdom ,6.6,88049
2013,Free Birds ,5.9,18042
1992,Alien 3 ,6.4,207686
1996,Evita ,6.3,29205
1998,Ronin ,7.3,145422
1996,The Ghost and the Darkness ,6.8,46239
2014,Paddington ,7.2,49207
2012,The Watch ,5.7,104066
2003,The Hunted ,6,35830
1999,Instinct ,6.5,27191
2003,Stuck on You ,5.8,44453
2008,Semi-Pro ,5.8,67005
2012,The Pirates! Band of Misfits ,6.7,36877
2008,Changeling ,7.8,199056
1996,Chain Reaction ,5.6,40346
1996,The Fan ,5.8,38533
2004,The Phantom of the Opera ,7.4,96654
2007,Elizabeth: The Golden Age ,6.9,54787
2005,Æon Flux ,5.5,110614
2003,Gods and Generals ,6.3,13215
1997,Turbulence ,4.7,8983
2009,Imagine That ,5.6,10417
2014,Muppets Most Wanted ,6.4,24285
2004,Thunderbirds ,4.2,11148
2010,Burlesque ,6.4,61680
2004,A Very Long Engagement ,7.7,62607
1962,Lolita ,7.7,67822
2002,Eye See You ,5.3,19706
2002,Blade II ,6.7,158267
2008,Seven Pounds ,7.7,232710
2012,Bullet to the Head ,5.7,39247
1990,The Godfather: Part III ,7.6,267980
2005,Elizabethtown ,6.4,58658
2006,"You, Me and Dupree ",5.6,68417
1980,Superman II ,6.8,76331
2003,Gigli ,2.4,41620
2006,All the King's Men ,6.2,20740
2000,Shaft ,5.9,58416
1997,Anastasia ,7.1,86347
2001,Moulin Rouge! ,7.6,224013
2001,Domestic Disturbance ,5.5,21283
2015,Black Mass ,7,115216
2006,Flags of Our Fathers ,7.1,101221
2009,Law Abiding Citizen ,7.4,217480
2007,Grindhouse ,7.6,155496
1998,Beloved ,5.9,6082
2007,Lucky You ,5.9,18310
2002,Catch Me If You Can ,8,525801
2012,Zero Dark Thirty ,7.4,216032
2006,The Break-Up ,5.8,102167
2008,Mamma Mia! ,6.3,145974
2010,Valentine's Day ,5.7,95437
2005,The Dukes of Hazzard ,5.1,66382
1998,The Thin Red Line ,7.6,138941
2011,The Change-Up ,6.4,136680
1999,Man on the Moon ,7.4,100743
1995,Casino ,8.2,333542
2010,From Paris with Love ,6.5,97775
2003,Bulletproof Monk ,5.5,42324
2000,"Me, Myself & Irene ",6.5,185878
2006,Barnyard ,5.6,21396
2006,Deck the Halls ,4.9,15740
2009,The Twilight Saga: New Moon ,4.6,220758
2001,Shrek ,7.9,467113
2011,The Adjustment Bureau ,7.1,200035
1991,Robin Hood: Prince of Thieves ,6.9,145257
1996,Jerry Maguire ,7.3,189923
2012,Ted ,7,471644
1997,As Good as It Gets ,7.7,224671
1998,Patch Adams ,6.7,80580
2013,Anchorman 2: The Legend Continues ,6.3,131227
2002,Mr. Deeds ,5.8,110432
2011,Super 8 ,7.1,287822
2000,Erin Brockovich ,7.3,135246
2003,How to Lose a Guy in 10 Days ,6.4,156717
2014,22 Jump Street ,7.1,258186
1994,Interview with the Vampire: The Vampire Chronicles ,7.6,239752
2008,Yes Man ,6.8,271691
2016,Central Intelligence ,6.6,33354
1998,Stepmom ,6.7,46482
2015,Daddy's Home ,6.1,54010
2014,Into the Woods ,6,101178
2006,Inside Man ,7.6,273108
1999,Payback ,7.1,111368
1995,Congo ,5,34471
2011,We Bought a Zoo ,7.1,111003
2009,Knowing ,6.2,186879
2006,Failure to Launch ,5.6,58412
2005,The Ring Two ,5.4,71153
2011,"Crazy, Stupid, Love. ",7.4,375456
2004,Garfield ,5,58961
2004,Christmas with the Kranks ,5.2,27548
2011,Moneyball ,7.6,283563
1995,Outbreak ,6.6,91176
2014,Non-Stop ,7,200647
2009,Race to Witch Mountain ,5.7,43328
2005,V for Vendetta ,8.2,791783
2003,Shanghai Knights ,6.2,81444
,Unforgotten             ,7.9,1824
2006,Curious George ,6.6,12845
2005,Herbie Fully Loaded ,4.7,36431
2001,Don't Say a Word ,6.3,40362
2013,Hansel & Gretel: Witch Hunters ,6.1,159868
2002,Unfaithful ,6.7,63067
2011,I Am Number Four ,6.1,195043
2005,Syriana ,7,109188
2016,13 Hours ,7.4,47764
2014,The Book of Life ,7.3,45580
2006,Firewall ,5.8,50170
1997,Absolute Power ,6.7,39529
1997,G.I. Jane ,5.8,60326
1997,The Game ,7.8,261069
2006,Silent Hill ,6.6,172792
2000,The Replacements ,6.5,48322
2012,American Reunion ,6.7,172112
1998,The Negotiator ,7.3,107227
2014,Into the Storm ,5.8,54101
1994,Beverly Hills Cop III ,5.5,60293
1990,Gremlins 2: The New Batch ,6.3,68428
2014,The Judge ,7.4,136973
1997,The Peacemaker ,5.9,46451
2004,Resident Evil: Apocalypse ,6.2,151580
2004,Bridget Jones: The Edge of Reason ,5.9,74315
2003,Out of Time ,6.5,45895
1994,On Deadly Ground ,4.4,17997
2005,The Adventures of Sharkboy and Lavagirl 3-D ,3.5,20310
2000,The Beach ,6.6,176169
2004,Raising Helen ,6,30890
2009,Ninja Assassin ,6.4,58349
1999,For Love of the Game ,6.5,26034
,A Touch of Frost             ,7.8,4438
1996,Striptease ,4.3,34896
2010,Marmaduke ,4.2,11257
2010,Hereafter ,6.5,80140
2002,Murder by Numbers ,6.1,43574
1995,Assassins ,6.3,62981
2007,Hannibal Rising ,6.2,86374
1999,The Story of Us ,5.9,18404
2013,The Host ,5.9,92461
2003,Basic ,6.5,49926
2002,Blood Work ,6.4,34356
2009,The International ,6.5,80196
1996,Escape from L.A. ,5.7,54021
,Twisted             ,7.5,7945
1999,The Iron Giant ,8,128455
2004,The Life Aquatic with Steve Zissou ,7.3,139535
2016,Free State of Jones ,6.7,3077
2003,The Life of David Gale ,7.5,88270
2005,Man of the House ,5.4,19829
2015,Run All Night ,6.6,76010
2007,Eastern Promises ,7.7,189249
2005,Into the Blue ,5.8,63599
1999,The Messenger: The Story of Joan of Arc ,6.4,55889
2011,Your Highness ,5.6,85237
2011,Dream House ,6,46239
1997,Mad City ,6.2,16562
1994,Baby's Day Out ,5.9,33186
1995,The Scarlet Letter ,5.1,12037
2010,Fair Game ,6.8,38513
,Defiance             ,7,33535
2005,Domino ,6,58015
1995,Jade ,5.1,9227
2009,Gamer ,5.8,113483
2013,Beautiful Creatures ,6.2,67796
2002,Death to Smoochy ,6.4,34730
2016,Zoolander 2 ,4.8,34964
2004,The Big Bounce ,4.9,15880
2000,What Planet Are You From? ,5.6,8070
2011,Drive Angry ,5.5,81800
2009,Street Fighter: The Legend of Chun-Li ,3.7,19824
2001,The One ,5.9,77684
,Outlander             ,8.5,50391
1990,The Adventures of Ford Fairlane ,6.3,14429
2009,Pirate Radio ,7.4,90932
2000,Traffic ,7.6,170684
1989,Indiana Jones and the Last Crusade ,8.3,515306
2012,Anna Karenina ,6.6,70886
2015,Chappie ,6.9,172965
1999,The Bone Collector ,6.7,120202
2002,Panic Room ,6.8,206104
2006,The Tooth Fairy ,4.6,1263
1999,Three Kings ,7.1,137854
2015,Child 44 ,6.4,40568
2001,Rat Race ,6.4,93367
2001,K-PAX ,7.4,148490
2001,Kate & Leopold ,6.4,64595
2000,Bedazzled ,6,81888
1984,The Cotton Club ,6.5,12771
2007,3:10 to Yuma ,7.8,237872
2014,Taken 3 ,6,133436
1998,Out of Sight ,7,71708
1996,The Cable Guy ,6,122347
1998,Earth ,7.8,5639
1990,Dick Tracy ,6.1,47819
1999,The Thomas Crown Affair ,6.8,73068
2001,Riding in Cars with Boys ,6.4,22447
1982,First Blood ,7.7,172489
1972,Solaris ,8.1,54057
2006,Happily N'Ever After ,4.5,8693
1996,Mary Reilly ,5.8,11913
1997,My Best Friend's Wedding ,6.3,98199
2001,America's Sweethearts ,5.7,47573
2002,Insomnia ,7.2,218771
1996,Star Trek: First Contact ,7.6,97838
2010,Jonah Hex ,4.7,45729
1996,Courage Under Fire ,6.6,40126
1997,Liar Liar ,6.8,220392
2016,The Infiltrator ,7.3,2581
1981,Inchon ,2.7,491
1994,The Flintstones ,4.8,60884
2012,Taken 2 ,6.3,238671
2003,Scary Movie 3 ,5.5,111526
2000,Miss Congeniality ,6.2,137377
2008,Journey to the Center of the Earth ,5.8,85323
2004,The Princess Diaries 2: Royal Engagement ,5.7,53687
1993,The Pelican Brief ,6.5,59569
1994,The Client ,6.7,45798
2007,The Bucket List ,7.4,184795
1992,Patriot Games ,6.9,81442
2005,Monster-in-Law ,5.5,43358
2013,Prisoners ,8.1,383591
2001,Training Day ,7.7,305929
1999,Galaxy Quest ,7.3,123558
2001,Scary Movie 2 ,5.2,119590
2011,The Muppets ,7.1,75176
1998,Blade ,7.1,191437
2005,Coach Carter ,7.2,92702
2002,Changing Lanes ,6.5,57281
1997,Anaconda ,4.6,73539
2000,Coyote Ugly ,5.6,90539
2003,Love Actually ,7.7,318634
1998,A Bug's Life ,7.2,211226
2001,From Hell ,6.8,124765
1994,The Specialist ,5.4,50148
1996,Tin Cup ,6.3,37911
1968,"Yours, Mine and Ours ",7.2,5888
2005,Kicking & Screaming ,5.6,30255
2005,The Hitchhiker's Guide to the Galaxy ,6.8,155745
2004,Fat Albert ,4.3,9380
2007,Resident Evil: Extinction ,6.3,149549
2014,Blended ,6.5,87165
2006,Last Holiday ,6.4,21215
1994,The River Wild ,6.3,32544
1995,The Indian in the Cupboard ,5.9,20688
2012,Savages ,6.5,104301
2004,Cellular ,6.5,79141
2003,Johnny English ,6.1,114692
2006,The Ant Bully ,5.9,30055
1984,Dune ,6.6,97087
2007,Across the Universe ,7.4,91860
2008,Revolutionary Road ,7.3,152591
2006,16 Blocks ,6.6,112769
2008,Babylon A.D. ,5.6,81523
1996,The Glimmer Man ,5.3,15455
1996,Multiplicity ,6,24757
2009,Aliens in the Attic ,5.4,16580
2001,The Pledge ,6.8,42621
2005,The Producers ,6.4,35140
2012,Dredd ,7.1,203461
1996,The Phantom ,4.9,27648
2000,All the Pretty Horses ,5.8,11388
1995,Nixon ,7.1,23996
2010,The Ghost Writer ,7.2,132423
1998,Deep Rising ,6,26551
2008,Miracle at St. Anna ,6,15697
2006,Curse of the Golden Flower ,7,36455
2008,Bangkok Dangerous ,5.4,48245
2002,Big Trouble ,6.5,17307
2007,Love in the Time of Cholera ,6.4,19114
,The Returned             ,8.3,15762
1997,Shadow Conspiracy ,4.9,3803
2011,Johnny English Reborn ,6.3,89568
2012,Foodfight! ,1.7,4377
2012,Argo ,7.7,452465
1993,The Fugitive ,7.8,213668
2010,The Bounty Hunter ,5.5,96565
1996,Sleepers ,7.5,154487
1985,Rambo: First Blood Part II ,6.4,117606
1996,The Juror ,5.6,13995
1940,Pinocchio ,7.5,90360
1980,Heaven's Gate ,6.8,9830
2006,Underworld: Evolution ,6.8,156225
2015,Victor Frankenstein ,6,28618
2000,Finding Forrester ,7.3,73006
2000,28 Days ,6,34597
2005,Unleashed ,7,85198
2002,The Sweetest Thing ,5.1,46158
1993,The Firm ,6.8,88844
2010,Charlie St. Cloud ,6.5,47364
2011,The Mechanic ,6.6,117999
2012,21 Jump Street ,7.2,408302
1999,Notting Hill ,7,203269
2000,Chicken Run ,7,140499
2004,Along Came Polly ,5.9,106909
1992,Boomerang ,5.4,20183
2013,The Heat ,6.6,133177
1963,Cleopatra ,7,21554
2012,Here Comes the Boom ,6.5,74169
2002,High Crimes ,6.3,30077
1996,The Mirror Has Two Faces ,6.5,11453
2002,The Mothman Prophecies ,6.5,63677
2009,Brüno ,5.8,119622
1989,Licence to Kill ,6.6,74009
2011,Red Riding Hood ,5.4,91151
2001,15 Minutes ,6.1,42547
1993,Super Mario Bros. ,4,38203
2005,Lord of War ,7.6,248123
2002,Hero ,7.9,149414
2012,One for the Money ,5.3,34203
2014,The Interview ,6.6,247020
2010,The Warrior's Way ,6.3,22309
,McHale's Navy             ,7.5,1558
2009,Micmacs ,7.2,24657
2002,8 Mile ,7,187181
2015,Animal Kingdom: Let's go Ape ,4.9,590
2001,A Knight's Tale ,6.9,137003
2003,The Medallion ,5.2,29861
1999,The Sixth Sense ,8.1,704766
2012,Man on a Ledge ,6.6,125198
2011,The Big Year ,6.2,34809
1984,The Karate Kid ,7.2,126907
2013,American Hustle ,7.3,358416
2009,The Proposal ,6.7,227824
1999,Double Jeopardy ,6.4,56646
1989,Back to the Future Part II ,7.8,340085
2014,Lucy ,6.4,327367
2015,Fifty Shades of Grey ,4.1,220020
2003,Spy Kids 3-D: Game Over ,4.1,40227
1996,A Time to Kill ,7.4,99558
2003,Cheaper by the Dozen ,5.8,75152
2013,Lone Survivor ,7.6,203963
1992,A League of Their Own ,7.2,71754
2016,The Conjuring 2 ,7.8,64989
2010,The Social Network ,7.7,479453
2009,He's Just Not That Into You ,6.4,132048
2006,Scary Movie 4 ,5.1,93748
2000,Scream 3 ,5.5,98535
1990,Back to the Future Part III ,7.4,283480
2015,Get Hard ,6,85629
1992,Bram Stoker's Dracula ,7.5,143835
2009,Julie & Julia ,7,79264
2013,42,7.5,66511
1999,The Talented Mr. Ripley ,7.3,137891
2014,Dumb and Dumber To ,5.7,97045
2006,Eight Below ,7.3,48806
2015,The Intern ,7.2,130661
2016,Ride Along 2 ,5.9,28621
1992,The Last of the Mohicans ,7.8,113068
2004,Ray ,7.7,110394
2005,Sin City ,8.1,656640
2008,Vantage Point ,6.6,127528
2009,"I Love You, Man ",7.1,166194
2001,Shallow Hal ,5.9,109445
1991,JFK ,8,113472
2006,Big Momma's House 2 ,4.6,31968
2001,The Mexican ,6.1,87351
2014,Unbroken ,7.2,103589
2009,17 Again ,6.4,146899
2014,The Other Woman ,6,104481
2009,The Final Destination ,5.2,75345
2015,Bridge of Spies ,7.6,178118
2001,Behind Enemy Lines ,6.4,86902
2010,Get Him to the Greek ,6.4,147317
2004,Shall We Dance ,6.1,35508
1998,Small Soldiers ,6.1,77415
1997,Spawn ,5.2,52805
2002,The Count of Monte Cristo ,7.7,104991
2011,The Lincoln Lawyer ,7.3,173848
2011,Unknown ,6.9,210542
2006,The Prestige ,8.5,844052
2014,Horrible Bosses 2 ,6.3,114294
2013,Escape from Planet Earth ,5.9,20615
2006,Apocalypto ,7.8,236000
1987,The Living Daylights ,6.7,69457
2010,Predators ,6.4,171418
1986,Legal Eagles ,5.9,7900
2004,Secret Window ,6.6,147504
2006,The Lake House ,6.8,114321
2005,The Skeleton Key ,6.5,87447
2012,The Odd Life of Timothy Green ,6.6,37398
2008,Made of Honor ,5.8,54421
2014,Jersey Boys ,6.9,25465
1997,The Rainmaker ,7.1,46221
2003,Gothika ,5.8,89557
1997,Amistad ,7.2,56509
1992,Medicine Man ,6,17443
2007,Aliens vs. Predator: Requiem ,4.7,92789
1994,Ri¢hie Ri¢h ,5.2,49612
2000,Autumn in New York ,5.5,20201
2007,Music and Lyrics ,6.5,81334
2011,Paul ,7,192462
2012,The Guilt Trip ,5.8,30394
2011,Scream 4 ,6.2,104119
1999,8MM ,6.5,104564
1991,The Doors ,7.2,68159
2014,Sex Tape ,5.1,84382
2000,Hanging Up ,4.7,10132
2011,Final Destination 5 ,5.9,83788
1999,Mickey Blue Eyes ,5.8,29968
2000,Pay It Forward ,7.2,95860
2005,Fever Pitch ,6.2,36223
,Arthur             ,7.4,8495
2008,Drillbit Taylor ,5.7,50199
2014,A Million Ways to Die in the West ,6.1,136093
1994,The Shadow ,6,18723
2011,Extremely Loud & Incredibly Close ,6.9,81298
2010,Morning Glory ,6.5,58871
2005,Get Rich or Die Tryin' ,5,35834
2000,The Art of War ,5.7,25346
2005,Rent ,7,41685
2000,Bless the Child ,5.1,12093
1999,The Out-of-Towners ,5.3,10446
1996,The Island of Dr. Moreau ,4.4,26051
2001,The Musketeer ,4.7,12856
2008,The Other Boleyn Girl ,6.7,84357
2001,Sweet November ,6.7,70292
2007,The Reaping ,5.7,37412
1973,Mean Streets ,7.4,67797
1994,Renaissance Man ,6.1,13830
2011,Colombiana ,6.4,76498
1998,The Magic Sword: Quest for Camelot ,6.2,11156
2002,City by the Sea ,6.2,21319
1999,At First Sight ,5.9,11232
2004,Torque ,4,23747
1996,City Hall ,6.2,16741
1995,Showgirls ,4.6,49874
2006,Marie Antoinette ,6.4,79892
1995,Kiss of Death ,5.9,14226
2000,Get Carter ,5.1,27305
2012,The Impossible ,7.6,145270
1987,Ishtar ,4.2,8692
2009,Fantastic Mr. Fox ,7.8,139114
2002,Life or Something Like It ,5.8,19364
1992,Memoirs of an Invisible Man ,5.9,17365
2001,Amélie ,8.4,534262
2004,New York Minute ,4.8,17722
2004,Alfie ,6.2,43442
2012,Big Miracle ,6.5,15231
1999,The Deep End of the Ocean ,6.3,10413
2002,Feardotcom ,3.3,17309
2009,Cirque du Freak: The Vampire's Assistant ,5.9,35990
2015,Victor Frankenstein ,6,28618
2003,Duplex ,5.8,46205
2008,Soul Men ,6.5,7794
1980,Raise the Titanic ,4.7,2933
1999,Universal Soldier: The Return ,4.1,24216
2009,Pandorum ,6.8,121432
2001,Impostor ,6.2,19986
2002,Extreme Ops ,4.5,4821
2001,Just Visiting ,5.8,15130
2007,Sunshine ,7.3,190132
2012,A Thousand Words ,5.9,30842
2008,Delgo ,4.4,2458
2015,The Gunman ,5.8,28429
2006,Alex Rider: Operation Stormbreaker ,5.1,20201
2007,Disturbia ,6.9,186982
1995,Hackers ,6.2,54650
2007,The Hunting Party ,6.9,22010
1994,The Hudsucker Proxy ,7.3,65474
2007,The Warlords ,7.1,22897
2005,Nomad: The Warrior ,6,3322
2013,Snowpiercer ,7,181472
2011,A Monster in Paris ,6.8,15790
2004,The Last Shot ,5.7,3789
1994,The Crow ,7.6,136580
2015,Baahubali: The Beginning ,8.4,62756
2009,The Time Traveler's Wife ,7.1,114925
2007,Because I Said So ,5.6,32412
2001,The Fast and the Furious ,6.7,272227
2012,Frankenweenie ,7,73886
2005,Serenity ,8,242599
2004,Against the Ropes ,5.3,5917
1983,Superman III ,4.9,49934
2013,Grudge Match ,6.4,46480
2008,Red Cliff ,7.4,36894
2002,Sweet Home Alabama ,6.1,83786
2009,The Ugly Truth ,6.5,163665
1996,Sgt. Bilko ,5.7,17810
2002,Spy Kids 2: Island of Lost Dreams ,5.1,44885
1994,Star Trek: Generations ,6.6,60504
2013,The Grandmaster ,6.5,24557
2011,Water for Elephants ,6.9,95367
,3rd Rock from the Sun             ,7.8,38383
2014,Dragon Nest: Warriors' Dawn ,6.4,2169
1999,The Hurricane ,7.6,76016
2002,Enough ,5.6,30667
2001,Heartbreakers ,6.2,44168
2015,Paul Blart: Mall Cop 2 ,4.4,23473
2001,Angel Eyes ,5.6,19686
2001,Joe Somebody ,5.5,8433
1999,The Ninth Gate ,6.7,137722
1996,Extreme Measures ,6.1,14066
2001,Rock Star ,6.2,34592
2009,Precious ,7.3,86955
1996,White Squall ,6.6,17859
1982,The Thing ,8.2,258078
2013,Riddick ,6.4,125305
1997,Switchback ,6.4,9740
2001,Texas Rangers ,5.2,4757
2008,City of Ember ,6.5,52908
2012,The Master ,7.1,105144
2007,Virgin Territory ,4.8,6691
2008,The Express ,7.3,16673
2016,The 5th Wave ,5.2,55617
2015,Creed ,7.7,146708
2010,The Town ,7.6,280228
2012,What to Expect When You're Expecting ,5.7,57266
2008,Burn After Reading ,7,248468
2008,Nim's Island ,6,28109
2013,Rush ,8.1,312629
1999,Magnolia ,8,241030
2010,Cop Out ,5.6,75347
2016,How to Be Single ,6.1,39440
2011,Dolphin Tale ,6.9,17948
2008,Twilight ,5.2,348007
2002,John Q ,7,98899
1999,Blue Streak ,6.3,60572
2013,We're the Millers ,7,316671
2009,Obitaemyy ostrov ,5.3,4387
1997,Breakdown ,6.9,38399
1983,Never Say Never Again ,6.2,48636
2010,Hot Tub Time Machine ,6.4,139184
2014,Dolphin Tale 2 ,6.4,6069
2000,Reindeer Games ,5.7,31113
2003,A Man Apart ,6.1,38348
2015,Aloha ,5.4,39778
1996,Ghosts of Mississippi ,6.7,8531
1999,Snow Falling on Cedars ,6.8,12375
2011,The Rite ,6,75864
1997,Gattaca ,7.8,220591
2000,Isn't She Great ,5.3,1977
2008,Space Chimps ,4.5,8860
2003,Head of State ,5.4,15046
2009,The Hangover ,7.8,583341
2015,Ip Man 3 ,7.2,21912
1999,Austin Powers: The Spy Who Shagged Me ,6.6,181225
1989,Batman ,7.6,269033
2011,There Be Dragons ,5.9,3865
1992,Lethal Weapon 3 ,6.7,128010
2009,The Blind Side ,7.7,223127
,Rush Hour             ,5.8,2185
2001,Spy Kids ,5.4,84325
2011,Horrible Bosses ,6.9,353442
2010,True Grit ,7.7,240962
2006,The Devil Wears Prada ,6.8,286178
1979,Star Trek: The Motion Picture ,6.4,63330
2013,Identity Thief ,5.7,97664
1991,Cape Fear ,7.3,127503
2008,21,6.8,191470
2015,Trainwreck ,6.3,94241
2005,Guess Who ,5.9,33887
1996,The English Patient ,7.4,142067
1997,L.A. Confidential ,8.3,414219
2005,Sky High ,6.2,61321
1997,In & Out ,6.3,32416
1995,Species ,5.8,61018
1984,A Nightmare on Elm Street ,7.5,149285
2000,The Cell ,6.3,79877
1998,The Man in the Iron Mask ,6.4,125219
2010,Secretariat ,7.2,20827
2007,TMNT ,6.3,53786
2003,Radio ,6.9,32370
2011,Friends with Benefits ,6.6,270228
2016,Neighbors 2: Sorority Rising ,6,28041
2013,Saving Mr. Banks ,7.5,117719
1992,Malcolm X ,7.7,63923
2012,This Is 40 ,6.2,104005
